S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
5810,17-05-2021,Delhi,1393867,1309578,21506
5811,18-05-2021,Delhi,1398391,1320496,21846
5812,19-05-2021,Delhi,1402873,1329899,22111
5813,20-05-2021,Delhi,1406719,1339326,22346
5814,21-05-2021,Delhi,1409950,1347157,22579
5815,22-05-2021,Delhi,1412959,1354445,22831
5816,23-05-2021,Delhi,1415219,1360898,23013
5817,24-05-2021,Delhi,1416868,1366056,23202
5818,25-05-2021,Delhi,1418418,1370431,23409
5819,26-05-2021,Delhi,1419986,1374682,23565
5820,27-05-2021,Delhi,1421477,1378634,23695
5821,28-05-2021,Delhi,1422549,1382359,23812
5822,30-05-2021,Delhi,1424646,1387538,24073
5823,31-05-2021,Delhi,1425592,1389341,24151
5824,01-06-2021,Delhi,1426240,1390963,24237
5825,02-06-2021,Delhi,1426863,1392386,24299
5826,03-06-2021,Delhi,1427439,1393673,24402
5827,04-06-2021,Delhi,1427926,1394731,24447
5828,05-06-2021,Delhi,1428449,1395892,24497
5829,06-06-2021,Delhi,1428863,1397575,24557
5830,07-06-2021,Delhi,1429244,1398764,24591
5831,08-06-2021,Delhi,1429475,1399640,24627
5832,09-06-2021,Delhi,1429791,1400161,24668
5833,10-06-2021,Delhi,1430128,1400913,24704
5834,11-06-2021,Delhi,1430433,1401473,24748
5835,12-06-2021,Delhi,1430671,1401977,24772
5836,13-06-2021,Delhi,1430884,1402474,24800
5837,14-06-2021,Delhi,1431139,1402850,24823
5838,15-06-2021,Delhi,1431270,1403205,24839
5839,16-06-2021,Delhi,1431498,1403569,24851
5840,17-06-2021,Delhi,1431710,1404085,24876
5841,18-06-2021,Delhi,1431868,1404428,24886
5842,19-06-2021,Delhi,1432033,1404688,24900
5843,20-06-2021,Delhi,1432168,1404889,24907
5844,21-06-2021,Delhi,1432292,1405287,24914
5845,22-06-2021,Delhi,1432381,1405460,24925
5846,23-06-2021,Delhi,1432778,1405927,24933
5847,25-06-2021,Delhi,1433475,1406760,24948
5848,26-06-2021,Delhi,1433590,1406958,24952
5849,27-06-2021,Delhi,1433675,1407116,24961
5850,28-06-2021,Delhi,1433934,1407401,24965
5851,29-06-2021,Delhi,1433993,1407473,24967
5852,30-06-2021,Delhi,1434094,1407592,24971
5853,01-07-2021,Delhi,1434188,1407832,24977
5854,02-07-2021,Delhi,1434281,1407943,24981
5855,03-07-2021,Delhi,1434374,1408350,24983
5856,04-07-2021,Delhi,1434460,1408456,24988
5857,05-07-2021,Delhi,1434554,1408567,24995
5858,06-07-2021,Delhi,1434608,1408699,24997
5859,07-07-2021,Delhi,1434687,1408853,25001
5860,08-07-2021,Delhi,1434780,1408917,25005
5861,09-07-2021,Delhi,1434873,1409018,25008
5862,10-07-2021,Delhi,1434954,1409145,25011
5863,11-07-2021,Delhi,1435030,1409226,25012
5864,12-07-2021,Delhi,1435083,1409325,25015
5865,13-07-2021,Delhi,1435128,1409417,25018
5866,14-07-2021,Delhi,1435204,1409501,25020
5867,15-07-2021,Delhi,1435281,1409572,25021
5868,16-07-2021,Delhi,1435353,1409660,25022
5869,17-07-2021,Delhi,1435419,1409739,25023
5870,18-07-2021,Delhi,1435478,1409830,25027
5871,19-07-2021,Delhi,1435529,1409910,25027
5872,21-07-2021,Delhi,1435609,1410005,25035
5873,22-07-2021,Delhi,1435671,1410066,25039
5874,26-07-2021,Delhi,1435910,1410288,25043
5875,27-07-2021,Delhi,1435949,1410368,25044
5876,28-07-2021,Delhi,1436026,1410410,25046
5877,29-07-2021,Delhi,1436093,1410471,25049
5878,30-07-2021,Delhi,1436144,1410541,25049
5879,31-07-2021,Delhi,1436207,1410575,25052
5880,01-08-2021,Delhi,1436265,1410631,25053
5881,02-08-2021,Delhi,1436350,1410714,25054
5882,03-08-2021,Delhi,1436401,1410809,25054
5883,04-08-2021,Delhi,1436451,1410874,25058
5884,05-08-2021,Delhi,1436518,1410947,25058
5885,06-08-2021,Delhi,1436579,1411001,25060
5886,07-08-2021,Delhi,1436623,1411042,25065
5887,08-08-2021,Delhi,1436695,1411064,25066
5888,09-08-2021,Delhi,1436761,1411159,25066
5889,10-08-2021,Delhi,1436800,1411235,25067
5890,11-08-2021,Delhi,1436852,1411280,25068
5891,12-08-2021,Delhi,1436889,1411327,25068
5892,13-08-2021,Delhi,1436938,1411368,25068
5893,14-08-2021,Delhi,1436988,1411452,25068
5894,15-08-2021,Delhi,1437038,1411491,25069
5895,16-08-2021,Delhi,1437091,1411509,25069
5896,17-08-2021,Delhi,1437118,1411582,25069
5897,18-08-2021,Delhi,1437156,1411612,25073
5898,19-08-2021,Delhi,1437192,1411688,25077
5899,20-08-2021,Delhi,1437217,1411690,25079
5900,21-08-2021,Delhi,1437274,1411736,25079
5901,22-08-2021,Delhi,1437293,1411784,25079
5902,23-08-2021,Delhi,1437317,1411840,25079
5903,24-08-2021,Delhi,1437334,1411881,25079
5904,25-08-2021,Delhi,1437485,1411995,25079
5905,26-08-2021,Delhi,1437550,1412081,25080
5906,27-08-2021,Delhi,1437595,1412102,25080
5907,28-08-2021,Delhi,1437656,1412164,25080
5908,29-08-2021,Delhi,1437685,1412212,25080
5909,30-08-2021,Delhi,1437716,1412244,25080
5910,31-08-2021,Delhi,1437736,1412280,25081
5911,01-09-2021,Delhi,1437764,1412333,25082
5912,02-09-2021,Delhi,1437800,1412375,25082
5913,03-09-2021,Delhi,1437839,1412413,25082
5914,04-09-2021,Delhi,1437874,1412430,25082
5915,05-09-2021,Delhi,1437929,1412493,25082
5916,06-09-2021,Delhi,1437959,1412526,25082
5917,07-09-2021,Delhi,1438082,1412585,25083
5918,08-09-2021,Delhi,1438041,1412572,25083
5919,09-09-2021,Delhi,1438082,1412585,25083
5920,10-09-2021,Delhi,1438154,1412672,25083
5921,11-09-2021,Delhi,1438211,1412716,25083
5922,12-09-2021,Delhi,1438211,1412716,25083
5923,13-09-2021,Delhi,1438233,1412760,25083
5924,14-09-2021,Delhi,1438250,1412790,25083
5925,15-09-2021,Delhi,1438288,1412805,25083
5926,16-09-2021,Delhi,1438345,1412858,25083
5927,18-09-2021,Delhi,1438428,1412936,25085
5928,19-09-2021,Delhi,1438469,1412980,25085
5929,20-09-2021,Delhi,1438497,1413025,25085
5930,21-09-2021,Delhi,1438517,1413053,25085
5931,22-09-2021,Delhi,1438556,1413071,25085
5932,23-09-2021,Delhi,1438586,1413090,25085
5933,24-09-2021,Delhi,1438634,1413116,25085
5934,25-09-2021,Delhi,1438658,1413182,25085
5935,26-09-2021,Delhi,1438685,1413221,25085
5936,27-09-2021,Delhi,1438714,1413258,25085
5937,28-09-2021,Delhi,1438746,1413295,25085
5938,29-09-2021,Delhi,1438780,1413320,25087
5939,30-09-2021,Delhi,1438821,1413342,25087
5940,01-10-2021,Delhi,1438868,1413381,25087
5941,02-10-2021,Delhi,1438900,1413404,25087
5942,03-10-2021,Delhi,1438933,1413462,25088
5943,04-10-2021,Delhi,1438966,1413492,25088
5944,05-10-2021,Delhi,1439000,1413514,25088
5945,06-10-2021,Delhi,1439027,1413590,25088
5946,07-10-2021,Delhi,1439053,1413611,25088
5947,08-10-2021,Delhi,1439097,1413626,25088
5948,09-10-2021,Delhi,1439136,1413649,25088
5949,10-10-2021,Delhi,1439166,1413701,25088
5950,11-10-2021,Delhi,1439195,1413759,25089
5951,12-10-2021,Delhi,1439218,1413760,25089
5952,13-10-2021,Delhi,1439252,1413798,25089
5953,14-10-2021,Delhi,1439283,1413856,25089
5954,15-10-2021,Delhi,1439311,1413885,25089
5955,16-10-2021,Delhi,1439337,1413921,25089
5956,17-10-2021,Delhi,1439358,1413943,25089
5957,18-10-2021,Delhi,1439390,1413981,25089
5958,19-10-2021,Delhi,1439405,1414018,25089
5959,20-10-2021,Delhi,1439441,1414029,25090
5960,21-10-2021,Delhi,1439466,1414066,25090
5961,22-10-2021,Delhi,1439488,1414087,25090
5962,23-10-2021,Delhi,1439526,1414095,25091
5963,24-10-2021,Delhi,1439566,1414141,25091
5964,25-10-2021,Delhi,1439603,1414192,25091
5965,26-10-2021,Delhi,1439630,1414232,25091
5966,27-10-2021,Delhi,1439671,1414257,25091
5967,28-10-2021,Delhi,1439709,1414270,25091
5968,29-10-2021,Delhi,1439751,1414315,25091
5969,30-10-2021,Delhi,1439788,1414363,25091
5970,31-10-2021,Delhi,1439825,1414385,25091
5971,01-11-2021,Delhi,1439870,1414431,25091
5972,02-11-2021,Delhi,1439888,1414480,25091
5973,04-11-2021,Delhi,1439963,1414552,25091
5974,05-11-2021,Delhi,1440003,1414609,25091
5975,06-11-2021,Delhi,1440035,1414616,25091
5976,07-11-2021,Delhi,1440071,1414629,25091
5977,08-11-2021,Delhi,1440118,1414662,25091
5978,09-11-2021,Delhi,1440143,1414710,25091
5979,10-11-2021,Delhi,1440176,1414736,25091
5980,11-11-2021,Delhi,1440230,1414751,25091
5981,12-11-2021,Delhi,1440270,1414812,25091
5982,14-11-2021,Delhi,1440388,1414934,25093
5983,15-11-2021,Delhi,1440424,1414981,25094
5984,16-11-2021,Delhi,1440440,1415008,25095
5985,17-11-2021,Delhi,1440484,1415032,25095
5986,18-11-2021,Delhi,1440528,1415087,25095
5987,19-11-2021,Delhi,1415118,1415118,25095
5988,20-11-2021,Delhi,1440605,1415185,25095
5989,22-11-2021,Delhi,1440666,1415262,25095
5990,23-11-2021,Delhi,1440692,1415300,25095
5991,24-11-2021,Delhi,1440719,1415328,25095
5992,25-11-2021,Delhi,1440754,1415348,25095
5993,26-11-2021,Delhi,1440784,1415380,25095
5994,27-11-2021,Delhi,1440807,1415411,25095
5995,28-11-2021,Delhi,1440834,1415448,25096
5996,29-11-2021,Delhi,1440866,1415481,25097
5997,30-11-2021,Delhi,1440900,1415517,25098
5998,01-12-2021,Delhi,1440934,1415549,25098
5999,02-12-2021,Delhi,1440973,1415589,25098
6000,01-01-1970,Goa,178063,174289,3363
6001,26-03-2020,Goa,3,0,0
6002,27-03-2020,Goa,3,0,0
6003,28-03-2020,Goa,3,0,0
6004,29-03-2020,Goa,3,0,0
6005,30-03-2020,Goa,5,0,0
6006,31-03-2020,Goa,5,0,0
6007,01-04-2020,Goa,5,0,0
6008,02-04-2020,Goa,5,0,0
6009,03-04-2020,Goa,6,0,0
6010,04-04-2020,Goa,6,0,0
6011,05-04-2020,Goa,7,0,0
6012,06-04-2020,Goa,7,0,0
6013,07-04-2020,Goa,7,0,0
6014,08-04-2020,Goa,7,0,0
6015,09-04-2020,Goa,7,0,0
6016,10-04-2020,Goa,7,0,0
6017,11-04-2020,Goa,7,1,0
6018,12-04-2020,Goa,7,5,0
6019,13-04-2020,Goa,7,5,0
6020,14-04-2020,Goa,7,5,0
6021,15-04-2020,Goa,7,5,0
6022,16-04-2020,Goa,7,5,0
6023,17-04-2020,Goa,7,6,0
6024,18-04-2020,Goa,7,6,0
6025,19-04-2020,Goa,7,6,0
6026,20-04-2020,Goa,7,7,0
6027,21-04-2020,Goa,7,7,0
6028,22-04-2020,Goa,7,7,0
6029,23-04-2020,Goa,7,7,0
6030,24-04-2020,Goa,7,7,0
6031,25-04-2020,Goa,7,7,0
6032,26-04-2020,Goa,7,7,0
6033,27-04-2020,Goa,7,7,0
6034,28-04-2020,Goa,7,7,0
6035,29-04-2020,Goa,7,7,0
6036,30-04-2020,Goa,7,7,0
6037,01-05-2020,Goa,7,7,0
6038,02-05-2020,Goa,7,7,0
6039,03-05-2020,Goa,7,7,0
6040,04-05-2020,Goa,7,7,0
6041,05-05-2020,Goa,7,7,0
6042,06-05-2020,Goa,7,7,0
6043,07-05-2020,Goa,7,7,0
6044,08-05-2020,Goa,7,7,0
6045,09-05-2020,Goa,7,7,0
6046,10-05-2020,Goa,7,7,0
6047,11-05-2020,Goa,7,7,0
6048,12-05-2020,Goa,7,7,0
6049,13-05-2020,Goa,7,7,0
6050,14-05-2020,Goa,7,7,0
6051,15-05-2020,Goa,14,7,0
6052,16-05-2020,Goa,15,7,0
6053,17-05-2020,Goa,17,7,0
6054,18-05-2020,Goa,29,7,0
6055,19-05-2020,Goa,38,7,0
6056,20-05-2020,Goa,46,7,0
6057,21-05-2020,Goa,50,7,0
6058,22-05-2020,Goa,52,7,0
6059,23-05-2020,Goa,54,16,0
6060,24-05-2020,Goa,55,16,0
6061,25-05-2020,Goa,66,19,0
6062,26-05-2020,Goa,67,19,0
6063,27-05-2020,Goa,67,28,0
6064,28-05-2020,Goa,68,37,0
6065,29-05-2020,Goa,69,38,0
6066,30-05-2020,Goa,69,41,0
6067,31-05-2020,Goa,70,41,0
6068,01-06-2020,Goa,70,42,0
6069,02-06-2020,Goa,71,42,0
6070,03-06-2020,Goa,79,57,0
6071,04-06-2020,Goa,79,57,0
6072,05-06-2020,Goa,166,57,0
6073,06-06-2020,Goa,196,65,0
6074,07-06-2020,Goa,267,65,0
6075,08-06-2020,Goa,300,65,0
6076,09-06-2020,Goa,330,67,0
6077,10-06-2020,Goa,359,67,0
6078,11-06-2020,Goa,387,67,0
6079,12-06-2020,Goa,417,67,0
6080,13-06-2020,Goa,463,69,0
6081,14-06-2020,Goa,523,70,0
6082,15-06-2020,Goa,564,74,0
6083,16-06-2020,Goa,592,85,0
6084,17-06-2020,Goa,629,85,0
6085,18-06-2020,Goa,656,96,0
6086,19-06-2020,Goa,705,109,0
6087,20-06-2020,Goa,725,118,0
6088,21-06-2020,Goa,754,129,0
6089,22-06-2020,Goa,754,129,0
6090,23-06-2020,Goa,864,152,1
6091,24-06-2020,Goa,909,205,1
6092,25-06-2020,Goa,951,289,2
6093,26-06-2020,Goa,995,335,2
6094,27-06-2020,Goa,1039,370,2
6095,28-06-2020,Goa,1128,420,2
6096,29-06-2020,Goa,1198,478,3
6097,30-06-2020,Goa,1198,478,3
6098,01-07-2020,Goa,1315,596,3
6099,02-07-2020,Goa,1387,670,4
6100,03-07-2020,Goa,1482,734,4
6101,04-07-2020,Goa,1482,734,4
6102,05-07-2020,Goa,1684,825,6
6103,06-07-2020,Goa,1761,936,7
6104,07-07-2020,Goa,1813,1061,7
6105,08-07-2020,Goa,1903,1156,8
6106,09-07-2020,Goa,2039,1207,8
6107,10-07-2020,Goa,2151,1273,9
6108,11-07-2020,Goa,2251,1347,9
6109,12-07-2020,Goa,2368,1428,12
6110,13-07-2020,Goa,2453,1487,14
6111,14-07-2020,Goa,2583,1540,17
6112,15-07-2020,Goa,2753,1607,18
6113,16-07-2020,Goa,2951,1674,18
6114,17-07-2020,Goa,3108,1817,19
6115,18-07-2020,Goa,3304,1946,21
6116,19-07-2020,Goa,3484,2038,21
6117,20-07-2020,Goa,3657,2218,22
6118,21-07-2020,Goa,3853,2361,23
6119,22-07-2020,Goa,4027,2449,26
6120,23-07-2020,Goa,4176,2541,28
6121,24-07-2020,Goa,4350,2655,29
6122,25-07-2020,Goa,4540,2865,29
6123,26-07-2020,Goa,4686,3047,33
6124,27-07-2020,Goa,4861,3277,35
6125,28-07-2020,Goa,5119,3410,36
6126,29-07-2020,Goa,5287,3595,36
6127,30-07-2020,Goa,5489,3784,39
6128,31-07-2020,Goa,5704,4005,42
6129,01-08-2020,Goa,5913,4211,45
6130,02-08-2020,Goa,6193,4438,48
6131,03-08-2020,Goa,6530,4668,53
6132,04-08-2020,Goa,6816,4876,56
6133,05-08-2020,Goa,7075,5114,60
6134,06-08-2020,Goa,7423,5287,64
6135,07-08-2020,Goa,7614,5453,66
6136,08-08-2020,Goa,7947,5595,70
6137,09-08-2020,Goa,8206,5802,72
6138,10-08-2020,Goa,8712,5995,75
6139,11-08-2020,Goa,9029,6208,80
6140,12-08-2020,Goa,9444,6480,86
6141,13-08-2020,Goa,9924,6641,89
6142,14-08-2020,Goa,10494,6912,91
6143,15-08-2020,Goa,10970,7157,93
6144,16-08-2020,Goa,11339,7488,98
6145,17-08-2020,Goa,11639,7775,104
6146,18-08-2020,Goa,11994,8058,111
6147,19-08-2020,Goa,12333,8356,116
6148,20-08-2020,Goa,12675,8713,124
6149,21-08-2020,Goa,13099,9063,126
6150,22-08-2020,Goa,13484,9540,135
6151,23-08-2020,Goa,13790,10019,140
6152,24-08-2020,Goa,13999,10472,144
6153,25-08-2020,Goa,14138,10909,148
6154,26-08-2020,Goa,14530,11224,157
6155,27-08-2020,Goa,15027,11511,165
6156,28-08-2020,Goa,15483,11867,171
6157,29-08-2020,Goa,16006,12296,175
6158,30-08-2020,Goa,16553,12729,178
6159,31-08-2020,Goa,17004,13186,183
6160,01-09-2020,Goa,17418,13577,192
6161,02-09-2020,Goa,18006,13850,194
6162,03-09-2020,Goa,18642,14059,204
6163,04-09-2020,Goa,19355,14361,212
6164,05-09-2020,Goa,19863,14747,220
6165,06-09-2020,Goa,20455,15281,229
6166,07-09-2020,Goa,20829,15839,236
6167,08-09-2020,Goa,21173,16427,245
6168,09-09-2020,Goa,21630,16875,256
6169,10-09-2020,Goa,22251,17156,262
6170,11-09-2020,Goa,22890,17592,268
6171,12-09-2020,Goa,23445,18065,276
6172,13-09-2020,Goa,24185,18576,286
6173,14-09-2020,Goa,24592,19129,290
6174,15-09-2020,Goa,24898,19648,304
6175,16-09-2020,Goa,25511,20094,315
6176,17-09-2020,Goa,26139,20445,319
6177,18-09-2020,Goa,26783,20844,327
6178,19-09-2020,Goa,27379,21314,335
6179,20-09-2020,Goa,28022,21760,342
6180,21-09-2020,Goa,28429,22297,351
6181,22-09-2020,Goa,28753,22726,360
6182,23-09-2020,Goa,29343,23462,368
6183,24-09-2020,Goa,29879,23857,376
6184,25-09-2020,Goa,30552,24347,383
6185,26-09-2020,Goa,31071,25071,386
6186,27-09-2020,Goa,31574,25759,391
6187,28-09-2020,Goa,31958,26460,401
6188,29-09-2020,Goa,32396,27072,407
6189,30-09-2020,Goa,32777,27781,419
6190,01-10-2020,Goa,33418,28125,428
6191,02-10-2020,Goa,33942,28525,440
6192,03-10-2020,Goa,34455,29004,442
6193,04-10-2020,Goa,34900,29527,450
6194,05-10-2020,Goa,35328,30033,456
6195,06-10-2020,Goa,35719,30456,460
6196,07-10-2020,Goa,36238,31050,468
6197,08-10-2020,Goa,36670,31444,477
6198,09-10-2020,Goa,37102,31902,484
6199,10-10-2020,Goa,37591,32317,491
6200,11-10-2020,Goa,37934,32777,499
6201,12-10-2020,Goa,38366,33203,507
6202,13-10-2020,Goa,38674,33698,511
6203,14-10-2020,Goa,39082,34252,514
6204,15-10-2020,Goa,39438,34731,519
6205,16-10-2020,Goa,39770,35161,525
6206,17-10-2020,Goa,40091,35610,531
6207,18-10-2020,Goa,40400,36035,538
6208,19-10-2020,Goa,40587,36395,544
6209,20-10-2020,Goa,40746,36914,549
6210,21-10-2020,Goa,41031,37275,555
6211,22-10-2020,Goa,41339,37683,557
6212,23-10-2020,Goa,41586,38031,564
6213,24-10-2020,Goa,41813,38421,568
6214,25-10-2020,Goa,42031,38769,570
6215,26-10-2020,Goa,42242,39090,576
6216,27-10-2020,Goa,42532,39433,582
6217,28-10-2020,Goa,42747,39778,585
6218,29-10-2020,Goa,42968,39974,592
6219,30-10-2020,Goa,43201,40168,597
6220,31-10-2020,Goa,43416,40409,602
6221,01-11-2020,Goa,43626,40678,604
6222,02-11-2020,Goa,43768,40915,609
6223,03-11-2020,Goa,43954,41123,616
6224,04-11-2020,Goa,44189,41362,618
6225,05-11-2020,Goa,44372,41611,626
6226,06-11-2020,Goa,44544,41849,630
6227,07-11-2020,Goa,44747,42056,633
6228,08-11-2020,Goa,44916,42239,641
6229,09-11-2020,Goa,45065,42446,643
6230,10-11-2020,Goa,45209,42678,647
6231,11-11-2020,Goa,45389,42877,651
6232,12-11-2020,Goa,45498,43029,656
6233,13-11-2020,Goa,45605,43221,656
6234,14-11-2020,Goa,45761,43388,658
6235,15-11-2020,Goa,45845,43533,659
6236,16-11-2020,Goa,45903,43656,662
6237,17-11-2020,Goa,46028,43941,663
6238,18-11-2020,Goa,46182,44132,667
6239,19-11-2020,Goa,46344,44310,670
6240,20-11-2020,Goa,46480,44467,670
6241,21-11-2020,Goa,46632,44665,672
6242,22-11-2020,Goa,46748,44812,675
6243,23-11-2020,Goa,46826,44979,677
6244,24-11-2020,Goa,46901,45083,677
6245,25-11-2020,Goa,47068,45168,679
6246,26-11-2020,Goa,47193,45229,683
6247,27-11-2020,Goa,47341,45340,685
6248,28-11-2020,Goa,47491,45492,686
6249,29-11-2020,Goa,47689,45655,686
6250,30-11-2020,Goa,47804,45790,687
6251,01-12-2020,Goa,47963,45940,688
6252,02-12-2020,Goa,48124,46068,690
6253,03-12-2020,Goa,48241,46132,693
6254,04-12-2020,Goa,48365,46251,696
6255,05-12-2020,Goa,48459,46375,696
6256,06-12-2020,Goa,48574,46493,697
6257,07-12-2020,Goa,48686,46624,698
6258,08-12-2020,Goa,48776,46778,701
6259,09-12-2020,Goa,48935,46924,701
6260,10-12-2020,Goa,49036,47056,703
6261,11-12-2020,Goa,49131,47215,703
6262,12-12-2020,Goa,49235,47345,703
6263,13-12-2020,Goa,49305,47489,705
6264,14-12-2020,Goa,49362,47590,706
6265,15-12-2020,Goa,49474,47737,707
6266,17-12-2020,Goa,49657,47965,713
6267,18-12-2020,Goa,49745,48054,716
6268,19-12-2020,Goa,49849,48170,718
6269,20-12-2020,Goa,49976,48280,718
6270,21-12-2020,Goa,50064,48371,721
6271,22-12-2020,Goa,50143,48479,723
6272,23-12-2020,Goa,50239,48567,725
6273,24-12-2020,Goa,50364,48637,727
6274,25-12-2020,Goa,50454,48725,728
6275,26-12-2020,Goa,50534,48826,728
6276,27-12-2020,Goa,50595,48913,731
6277,28-12-2020,Goa,50667,48992,731
6278,29-12-2020,Goa,50772,49083,734
6279,30-12-2020,Goa,50884,49199,735
6280,31-12-2020,Goa,50981,49313,737
6281,03-01-2021,Goa,51230,49570,739
6282,04-01-2021,Goa,51295,49653,741
6283,05-01-2021,Goa,51335,49741,743
6284,06-01-2021,Goa,51415,49811,744
6285,07-01-2021,Goa,51507,49893,744
6286,08-01-2021,Goa,51626,49983,744
6287,09-01-2021,Goa,51709,50088,744
6288,10-01-2021,Goa,51790,50177,746
6289,11-01-2021,Goa,51856,50277,747
6290,12-01-2021,Goa,51891,50343,749
6291,13-01-2021,Goa,51983,50437,749
6292,14-01-2021,Goa,52079,50515,750
6293,15-01-2021,Goa,52182,50582,752
6294,16-01-2021,Goa,52262,50643,753
6295,17-01-2021,Goa,52345,50712,756
6296,18-01-2021,Goa,52405,50771,756
6297,19-01-2021,Goa,52458,50837,756
6298,20-01-2021,Goa,52570,50952,756
6299,21-01-2021,Goa,52657,51036,756
6300,22-01-2021,Goa,52712,51090,757
6301,23-01-2021,Goa,52782,51170,758
6302,24-01-2021,Goa,52867,51233,761
6303,25-01-2021,Goa,52920,51335,761
6304,27-01-2021,Goa,53047,51510,763
6305,28-01-2021,Goa,53100,51600,763
6306,29-01-2021,Goa,53185,51652,765
6307,30-01-2021,Goa,53263,51755,766
6308,31-01-2021,Goa,53356,51831,766
6309,01-02-2021,Goa,53409,51891,768
6310,02-02-2021,Goa,53469,51977,768
6311,03-02-2021,Goa,53575,52039,768
6312,04-02-2021,Goa,53638,52109,768
6313,05-02-2021,Goa,53717,52165,770
6314,06-02-2021,Goa,53773,52243,770
6315,07-02-2021,Goa,53838,52299,770
6316,08-02-2021,Goa,53880,52347,772
6317,09-02-2021,Goa,53937,52432,772
6318,10-02-2021,Goa,53996,52530,774
6319,11-02-2021,Goa,54068,52594,776
6320,12-02-2021,Goa,54113,52653,776
6321,13-02-2021,Goa,54152,52780,777
6322,14-02-2021,Goa,54193,52831,778
6323,15-02-2021,Goa,54235,52910,779
6324,16-02-2021,Goa,54275,52969,781
6325,17-02-2021,Goa,54323,53035,784
6326,18-02-2021,Goa,54369,53074,786
6327,19-02-2021,Goa,54421,53125,786
6328,20-02-2021,Goa,54466,53181,787
6329,21-02-2021,Goa,54523,53243,787
6330,22-02-2021,Goa,54562,53287,787
6331,23-02-2021,Goa,54591,53340,787
6332,24-02-2021,Goa,54648,53381,788
6333,25-02-2021,Goa,54700,53416,789
6334,26-02-2021,Goa,54771,53449,791
6335,27-02-2021,Goa,54871,53490,794
6336,01-03-2021,Goa,54986,53585,795
6337,02-03-2021,Goa,55026,53647,796
6338,03-03-2021,Goa,55073,53695,796
6339,04-03-2021,Goa,55143,53737,796
6340,06-03-2021,Goa,55291,53817,799
6341,07-03-2021,Goa,55361,53862,799
6342,08-03-2021,Goa,55409,53922,799
6343,09-03-2021,Goa,55463,54032,799
6344,10-03-2021,Goa,55538,54073,802
6345,11-03-2021,Goa,55607,54130,802
6346,13-03-2021,Goa,55758,54209,804
6347,14-03-2021,Goa,55851,54279,805
6348,15-03-2021,Goa,55917,54362,806
6349,16-03-2021,Goa,56006,54424,807
6350,17-03-2021,Goa,56100,54497,811
6351,18-03-2021,Goa,56173,54556,812
6352,19-03-2021,Goa,56271,54597,813
6353,20-03-2021,Goa,56371,54657,815
6354,21-03-2021,Goa,56525,54713,815
6355,22-03-2021,Goa,56623,54792,818
